Année,Montréal,Québec (RMR),Gatineau,Sherbrooke,Trois-Rivières,Saguenay,Laval,Longueuil,Lévis,Sainte-Foy–Sillery–Cap-Rouge,Québec moyen,Montréal - variation (%),Québec (RMR) - variation (%),Gatineau - variation (%),Sherbrooke - variation (%),Trois-Rivières - variation (%),Saguenay - variation (%),Laval - variation (%),Longueuil - variation (%),Lévis - variation (%),Sainte-Foy–Sillery–Cap-Rouge - variation (%),Québec moyen - variation (%)
1994,126856.61742822669,97008.00156276158,104470.15552912785,85814.77061321217,74621.53966366276,67159.38569729649,119394.4634618604,115663.38647867728,97008.00156276158,111932.30949549413,104470.15552912785,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004
1995,133199.44829963802,101858.40164089967,109693.66330558425,90105.50914387278,78352.6166468459,70517.35498216131,125364.18663495342,121446.55580261114,101858.40164089967,117528.92497026884,109693.66330558425,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004
1996,139859.42071461992,106951.32172294463,115178.34647086346,94610.7846010664,82270.24747918818,74043.22273126936,131632.3959667011,127518.88359274168,106951.32172294463,123405.37121878227,115178.34647086346,5.000000000000004,4.999999999999982,4.999999999999982,4.999999999999982,4.999999999999982,4.99999999999996,5.000000000000004,4.999999999999982,4.999999999999982,4.999999999999982,4.999999999999982
1997,146852.39175035091,112298.88780909187,120937.26379440664,99341.32383111973,86383.7598531476,77745.38386783283,138214.01576503617,133894.82777237878,112298.88780909187,129575.6397797214,120937.26379440664,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000027,5.000000000000004
1998,154195.01133786846,117913.83219954648,126984.12698412698,104308.39002267574,90702.94784580499,81632.65306122448,145124.716553288,140589.56916099772,117913.83219954648,136054.42176870749,126984.12698412698,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000027,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004
1999,161904.7619047619,123809.5238095238,133333.3333333333,109523.80952380951,95238.09523809524,85714.28571428571,152380.95238095237,147619.0476190476,123809.5238095238,142857.14285714284,133333.3333333333,5.000000000000004,5.000000000000004,4.999999999999982,4.999999999999982,5.000000000000004,5.000000000000004,4.999999999999982,5.000000000000004,5.000000000000004,4.999999999999982,4.999999999999982
2000,170000.0,130000.0,140000.0,115000.0,100000.0,90000.0,160000.0,155000.0,130000.0,150000.0,140000.0,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004,5.000000000000004
2001,185000.0,141000.0,151000.0,124500.0,108500.0,98000.0,175000.0,169500.0,141000.0,162000.0,151000.0,8.823529411764696,8.461538461538453,7.857142857142851,8.260869565217387,8.499999999999996,8.888888888888879,9.375,9.354838709677416,8.461538461538453,8.000000000000007,7.857142857142851
2002,200000.0,152000.0,162000.0,134000.0,117000.0,106000.0,190000.0,184000.0,152000.0,174000.0,162000.0,8.108108108108114,7.801418439716312,7.284768211920523,7.63052208835342,7.834101382488479,8.163265306122458,8.571428571428562,8.55457227138643,7.801418439716312,7.407407407407418,7.284768211920523
2003,215000.0,163000.0,173000.0,143500.0,125500.0,114000.0,205000.0,198500.0,163000.0,186000.0,173000.0,7.499999999999996,7.236842105263164,6.790123456790131,7.089552238805963,7.264957264957261,7.547169811320753,7.8947368421052655,7.880434782608692,7.236842105263164,6.896551724137923,6.790123456790131
2004,230000.0,174000.0,184000.0,153000.0,134000.0,122000.0,220000.0,213000.0,174000.0,198000.0,184000.0,6.976744186046502,6.748466257668717,6.358381502890165,6.6202090592334395,6.7729083665338585,7.017543859649122,7.317073170731714,7.304785894206556,6.748466257668717,6.451612903225801,6.358381502890165
2005,245000.0,185000.0,195000.0,162500.0,142500.0,130000.0,235000.0,227500.0,185000.0,210000.0,195000.0,6.521739130434789,6.321839080459779,5.978260869565211,6.209150326797386,6.343283582089554,6.557377049180335,6.818181818181812,6.8075117370892,6.321839080459779,6.060606060606055,5.978260869565211
2006,260000.0,196000.0,206000.0,172000.0,151000.0,138000.0,250000.0,242000.0,196000.0,222000.0,206000.0,6.1224489795918435,5.945945945945952,5.641025641025643,5.8461538461538565,5.964912280701751,6.153846153846154,6.382978723404253,6.373626373626373,5.945945945945952,5.714285714285716,5.641025641025643
2007,275000.0,207000.0,217000.0,181500.0,159500.0,146000.0,265000.0,256500.0,207000.0,234000.0,217000.0,5.769230769230771,5.612244897959173,5.339805825242716,5.523255813953498,5.629139072847678,5.797101449275366,6.000000000000005,5.991735537190079,5.612244897959173,5.405405405405395,5.339805825242716
2008,290000.0,218000.0,228000.0,191000.0,168000.0,154000.0,280000.0,271000.0,218000.0,246000.0,228000.0,5.454545454545445,5.31400966183575,5.069124423963123,5.234159779614322,5.3291536050156685,5.47945205479452,5.660377358490565,5.653021442495132,5.31400966183575,5.128205128205132,5.069124423963123
2009,305000.0,229000.0,239000.0,200500.0,176500.0,162000.0,295000.0,285500.0,229000.0,258000.0,239000.0,5.1724137931034475,5.045871559633031,4.824561403508776,4.973821989528804,5.059523809523814,5.1948051948051965,5.35714285714286,5.350553505535061,5.045871559633031,4.878048780487809,4.824561403508776
2010,320000.0,240000.0,250000.0,210000.0,185000.0,170000.0,310000.0,300000.0,240000.0,270000.0,250000.0,4.918032786885251,4.8034934497816595,4.602510460251041,4.738154613466339,4.815864022662897,4.938271604938271,5.084745762711873,5.078809106830118,4.8034934497816595,4.651162790697683,4.602510460251041
2011,340500.0,256000.0,269000.0,228000.0,199000.0,183000.0,331000.0,320000.0,258000.0,291000.0,267000.0,6.406249999999991,6.666666666666665,7.600000000000007,8.571428571428562,7.567567567567557,7.647058823529407,6.774193548387086,6.666666666666665,7.499999999999996,7.777777777777772,6.800000000000006
2012,361000.0,272000.0,288000.0,246000.0,213000.0,196000.0,352000.0,340000.0,276000.0,312000.0,284000.0,6.02055800293686,6.25,7.063197026022294,7.8947368421052655,7.035175879396993,7.10382513661203,6.344410876132933,6.25,6.976744186046502,7.216494845360821,6.367041198501866
2013,381500.0,288000.0,307000.0,264000.0,227000.0,209000.0,373000.0,360000.0,294000.0,333000.0,301000.0,5.678670360110805,5.882352941176472,6.597222222222232,7.317073170731714,6.572769953051649,6.632653061224492,5.965909090909083,5.882352941176472,6.521739130434789,6.730769230769229,5.98591549295775
2014,402000.0,304000.0,326000.0,282000.0,241000.0,222000.0,394000.0,380000.0,312000.0,354000.0,318000.0,5.373525557011805,5.555555555555558,6.1889250814332275,6.818181818181812,6.167400881057272,6.2200956937799035,5.630026809651478,5.555555555555558,6.1224489795918435,6.3063063063063085,5.6478405315614655
2015,422500.0,320000.0,345000.0,300000.0,255000.0,235000.0,415000.0,400000.0,330000.0,375000.0,335000.0,5.099502487562191,5.263157894736836,5.828220858895716,6.382978723404253,5.809128630705396,5.855855855855863,5.3299492385786795,5.263157894736836,5.769230769230771,5.932203389830515,5.3459119496855445
2016,443000.0,336000.0,364000.0,318000.0,269000.0,248000.0,436000.0,420000.0,348000.0,396000.0,352000.0,4.852071005917158,5.000000000000004,5.507246376811592,6.000000000000005,5.490196078431375,5.531914893617018,5.060240963855422,5.000000000000004,5.454545454545445,5.600000000000005,5.074626865671639
2017,463500.0,352000.0,383000.0,336000.0,283000.0,261000.0,457000.0,440000.0,366000.0,417000.0,369000.0,4.627539503386013,4.761904761904767,5.219780219780223,5.660377358490565,5.2044609665427455,5.241935483870974,4.8165137614679,4.761904761904767,5.1724137931034475,5.303030303030298,4.829545454545459
2018,484000.0,368000.0,402000.0,354000.0,297000.0,274000.0,478000.0,460000.0,384000.0,438000.0,386000.0,4.422869471413171,4.545454545454541,4.960835509138373,5.35714285714286,4.946996466431086,4.980842911877392,4.59518599562363,4.545454545454541,4.918032786885251,5.035971223021574,4.607046070460696
2019,504500.0,384000.0,421000.0,372000.0,311000.0,287000.0,499000.0,480000.0,402000.0,459000.0,403000.0,4.23553719008265,4.347826086956519,4.726368159203975,5.084745762711873,4.7138047138047146,4.744525547445266,4.3933054393305415,4.347826086956519,4.6875,4.794520547945202,4.404145077720201
2020,525000.0,400000.0,440000.0,390000.0,325000.0,300000.0,520000.0,500000.0,420000.0,480000.0,420000.0,4.063429137760166,4.166666666666674,4.51306413301662,4.8387096774193505,4.5016077170418,4.529616724738683,4.208416833667328,4.166666666666674,4.477611940298498,4.575163398692816,4.218362282878418
2021,545000.0,410000.0,454200.0,405400.0,336000.0,308400.0,536000.0,516000.0,428000.0,499000.0,436000.0,3.809523809523818,2.499999999999991,3.227272727272723,3.948717948717939,3.384615384615386,2.8000000000000025,3.076923076923066,3.200000000000003,1.904761904761898,3.9583333333333304,3.809523809523818
2022,565000.0,420000.0,468400.0,420800.0,347000.0,316800.0,552000.0,532000.0,436000.0,518000.0,452000.0,3.669724770642202,2.4390243902439046,3.1263760457947987,3.798717316230893,3.2738095238095344,2.7237354085603016,2.9850746268656803,3.100775193798455,1.869158878504673,3.8076152304609145,3.669724770642202
2023,585000.0,430000.0,482600.0,436200.0,358000.0,325200.0,568000.0,548000.0,444000.0,537000.0,468000.0,3.539823008849563,2.3809523809523725,3.031596925704516,3.6596958174905048,3.170028818443793,2.6515151515151603,2.898550724637672,3.007518796992481,1.83486238532109,3.6679536679536717,3.539823008849563
2024,605000.0,440000.0,496800.0,451600.0,369000.0,333600.0,584000.0,564000.0,452000.0,556000.0,484000.0,3.418803418803429,2.3255813953488413,2.9423953584749363,3.5304906006419,3.0726256983240274,2.583025830258312,2.8169014084507005,2.9197080291970767,1.8018018018018056,3.5381750465549366,3.418803418803429
2025,625000.0,450000.0,511000.0,467000.0,380000.0,342000.0,600000.0,580000.0,460000.0,575000.0,500000.0,3.305785123966931,2.2727272727272707,2.8582930756843705,3.4100974313551857,2.981029810298108,2.517985611510798,2.7397260273972712,2.8368794326241176,1.7699115044247815,3.4172661870503607,3.305785123966931
